GEOCODE,PLACE,PLACENAME,P00010001_2010,P00010001,P00010001_d,P00010001_pd,RANK_POP_2010,RANK_POP,RANK_POP_d,RANK_POP_pd,POPDEN_2010,POPDEN,POPDEN_d,POPDEN_pd,H00010001_2010,H00010001,H00010001_d,H00010001_pd,H00010002_2010,H00010002,H00010002_d,H00010002_pd,H00010003_2010,H00010003,H00010003_d,H00010003_pd,OCC_2010,OCC,OCC_d,OCC_pd,VAC_2010,VAC,VAC_d,VAC_pd,LANDSQMI_2010,LANDSQMI,LANDSQMI_d,LANDSQMI_pd,AREASQMI_2010,AREASQMI,AREASQMI_d,AREASQMI_pd,WATERPCT_2010,WATERPCT,WATERPCT_d,WATERPCT_pd,P00010002_2010,P00010002,P00010002_d,P00010002_pd,P00010003_2010,P00010003,P00010003_d,P00010003_pd,P00010004_2010,P00010004,P00010004_d,P00010004_pd,P00010005_2010,P00010005,P00010005_d,P00010005_pd,P00010006_2010,P00010006,P00010006_d,P00010006_pd,P00010007_2010,P00010007,P00010007_d,P00010007_pd,P00010008_2010,P00010008,P00010008_d,P00010008_pd,P00010009_2010,P00010009,P00010009_d,P00010009_pd,P00020001_2010,P00020001,P00020001_d,P00020001_pd,P00020002_2010,P00020002,P00020002_d,P00020002_pd,P00020003_2010,P00020003,P00020003_d,P00020003_pd,P00020004_2010,P00020004,P00020004_d,P00020004_pd,P00020005_2010,P00020005,P00020005_d,P00020005_pd,P00020006_2010,P00020006,P00020006_d,P00020006_pd,P00020007_2010,P00020007,P00020007_d,P00020007_pd,P00020008_2010,P00020008,P00020008_d,P00020008_pd,P00020009_2010,P00020009,P00020009_d,P00020009_pd,P00020010_2010,P00020010,P00020010_d,P00020010_pd,P00020011_2010,P00020011,P00020011_d,P00020011_pd,P00030001_2010,P00030001,P00030001_d,P00030001_pd,P00030002_2010,P00030002,P00030002_d,P00030002_pd,P00030003_2010,P00030003,P00030003_d,P00030003_pd,P00030004_2010,P00030004,P00030004_d,P00030004_pd,P00030005_2010,P00030005,P00030005_d,P00030005_pd,P00030006_2010,P00030006,P00030006_d,P00030006_pd,P00030007_2010,P00030007,P00030007_d,P00030007_pd,P00030008_2010,P00030008,P00030008_d,P00030008_pd,P00030009_2010,P00030009,P00030009_d,P00030009_pd,P00040001_2010,P00040001,P00040001_d,P00040001_pd,P00040002_2010,P00040002,P00040002_d,P00040002_pd,P00040003_2010,P00040003,P00040003_d,P00040003_pd,P00040004_2010,P00040004,P00040004_d,P00040004_pd,P00040005_2010,P00040005,P00040005_d,P00040005_pd,P00040006_2010,P00040006,P00040006_d,P00040006_pd,P00040007_2010,P00040007,P00040007_d,P00040007_pd,P00040008_2010,P00040008,P00040008_d,P00040008_pd,P00040009_2010,P00040009,P00040009_d,P00040009_pd,P00040010_2010,P00040010,P00040010_d,P00040010_pd,P00040011_2010,P00040011,P00040011_d,P00040011_pd,C0010001_2010,C0010001,C0010001_d,C0010001_pd,C0010002_2010,C0010002,C0010002_d,C0010002_pd,C0010003_2010,C0010003,C0010003_d,C0010003_pd,C0010004_2010,C0010004,C0010004_d,C0010004_pd,C0010005_2010,C0010005,C0010005_d,C0010005_pd,C0010006_2010,C0010006,C0010006_d,C0010006_pd,C0020001_2010,C0020001,C0020001_d,C0020001_pd,C0020002_2010,C0020002,C0020002_d,C0020002_pd,C0020003_2010,C0020003,C0020003_d,C0020003_pd,C0020004_2010,C0020004,C0020004_d,C0020004_pd,C0020005_2010,C0020005,C0020005_d,C0020005_pd,C0020006_2010,C0020006,C0020006_d,C0020006_pd,C0030001_2010,C0030001,C0030001_d,C0030001_pd,C0030002_2010,C0030002,C0030002_d,C0030002_pd,C0030003_2010,C0030003,C0030003_d,C0030003_pd,C0030004_2010,C0030004,C0030004_d,C0030004_pd,C0030005_2010,C0030005,C0030005_d,C0030005_pd,C0030006_2010,C0030006,C0030006_d,C0030006_pd,C0040001_2010,C0040001,C0040001_d,C0040001_pd,C0040002_2010,C0040002,C0040002_d,C0040002_pd,C0040003_2010,C0040003,C0040003_d,C0040003_pd,C0040004_2010,C0040004,C0040004_d,C0040004_pd,C0040005_2010,C0040005,C0040005_d,C0040005_pd,C0040006_2010,C0040006,C0040006_d,C0040006_pd,P00010010_2010,P00010010,P00010010_d,P00010010_pd,P00010011_2010,P00010011,P00010011_d,P00010011_pd,P00010012_2010,P00010012,P00010012_d,P00010012_pd,P00010013_2010,P00010013,P00010013_d,P00010013_pd,P00010014_2010,P00010014,P00010014_d,P00010014_pd,P00010015_2010,P00010015,P00010015_d,P00010015_pd,P00010016_2010,P00010016,P00010016_d,P00010016_pd,P00010017_2010,P00010017,P00010017_d,P00010017_pd,P00010018_2010,P00010018,P00010018_d,P00010018_pd,P00010019_2010,P00010019,P00010019_d,P00010019_pd,P00010020_2010,P00010020,P00010020_d,P00010020_pd,P00010021_2010,P00010021,P00010021_d,P00010021_pd,P00010022_2010,P00010022,P00010022_d,P00010022_pd,P00010023_2010,P00010023,P00010023_d,P00010023_pd,P00010024_2010,P00010024,P00010024_d,P00010024_pd,P00010025_2010,P00010025,P00010025_d,P00010025_pd,T0050001_2010,T0050001,T0050001_d,T0050001_pd,P00050001,P00050002,P00050003,P00050004,P00050005,P00050006,P00050007,P00050008,P00050009,P00050010
53265,53265,Parker,154,158,4,2.597402597403,304,313,9,2.960526315789,1295.08,1335.43,40.35,3.115637644007,48,54,6,12.5,42,54,12,28.57142857143,6,0,-6,-100,87.5,100,12.5,14.28571428571,12.5,0,-12.5,-100,0.118911361751,0.118313675585,-0.00059768617,-0.50263167285,0.118911361751,0.118313675585,-0.00059768617,-0.50263167285,0,0,0,,148,121,-27,-18.2432432432,93,56,-37,-39.7849462366,0,2,2,,16,27,11,68.75,5,1,-4,-80,0,0,0,,34,35,1,2.941176470588,6,37,31,516.6666666667,154,158,4,2.597402597403,61,89,28,45.90163934426,93,69,-24,-25.8064516129,92,63,-29,-31.5217391304,71,43,-28,-39.4366197183,0,2,2,,16,17,1,6.25,5,0,-5,-100,0,0,0,,0,1,1,,1,6,5,500,107,106,-1,-0.93457943925,104,88,-16,-15.3846153846,72,45,-27,-37.5,0,0,0,,8,20,12,150,5,0,-5,-100,0,0,0,,19,23,4,21.05263157895,3,18,15,500,107,106,-1,-0.93457943925,35,54,19,54.28571428571,72,52,-20,-27.7777777778,71,49,-22,-30.985915493,58,37,-21,-36.2068965517,0,0,0,,8,12,4,50,5,0,-5,-100,0,0,0,,0,0,0,,1,3,2,200,99,86,-13,-13.1313131313,0,6,6,,20,40,20,100,6,7,1,16.66666666667,0,0,0,,35,64,29,82.85714285714,72,49,-23,-31.9444444444,0,5,5,,16,20,4,25,6,2,-4,-66.6666666667,0,0,0,,0,2,2,,75,63,-12,-16,0,2,2,,10,22,12,120,6,1,-5,-83.3333333333,0,0,0,,19,37,18,94.73684210526,59,40,-19,-32.2033898305,0,2,2,,8,13,5,62.5,6,1,-5,-83.3333333333,0,0,0,,0,0,0,,6,31,25,416.6666666667,0,1,1,,4,3,-1,-25,1,1,0,0,0,0,0,,1,21,20,2000,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,5,5,,0,0,0,,0,0,0,,0,0,0,,0,6,6,,0,0,0,0,0,0,0,0,0,0
53335,53335,Parkland,35803,38623,2820,7.87643493562,2,2,0,0,4145.65,4468.62,322.97,7.790575663647,14141,14635,494,3.493388020649,13101,13980,879,6.709411495306,1040,655,-385,-37.0192307692,92.65,95.52,2.87,3.097679438748,7.35,4.48,-2.87,-39.0476190476,8.636272059948,8.643153945116,0.006881885168,0.079685831109,8.684707805596,8.684864949182,0.000157143586,0.001809428591,0.557713013868,0.480272339415,-0.07744067445,-13.8853984985,32642,33231,589,1.804423748545,21549,19406,-2143,-9.94477701982,4144,4761,617,14.888996139,496,627,131,26.41129032258,2969,3051,82,2.761872684406,1304,1920,616,47.23926380368,2180,3466,1286,58.99082568807,3161,5392,2231,70.57893071813,35803,38623,2820,7.87643493562,4626,6401,1775,38.3700821444,31177,32222,1045,3.351829874587,28596,28360,-236,-0.82529025038,19976,18257,-1719,-8.60532639167,3971,4551,580,14.60589272224,398,416,18,4.522613065327,2920,2990,70,2.397260273973,1261,1863,602,47.739888977,70,283,213,304.2857142857,2581,3862,1281,49.63192561023,27112,29682,2570,9.479197403364,25558,26434,876,3.427498239299,17600,16239,-1361,-7.73295454545,2878,3545,667,23.17581653926,344,454,110,31.97674418605,2516,2613,97,3.855325914149,829,1288,459,55.36791314837,1391,2295,904,64.98921639109,1554,3248,1694,109.009009009,27112,29682,2570,9.479197403364,2750,4056,1306,47.49090909091,24362,25626,1264,5.188408176669,23056,23294,238,1.03226925746,16634,15512,-1122,-6.74522063244,2784,3444,660,23.70689655172,297,315,18,6.060606060606,2486,2565,79,3.177795655672,808,1267,459,56.80693069307,47,191,144,306.3829787234,1306,2332,1026,78.56049004594,24108,24085,-23,-0.09540401526,5517,6642,1125,20.39151712887,1174,1818,644,54.85519591141,4192,4680,488,11.64122137405,1774,2547,773,43.57384441939,2613,4960,2347,89.82013011864,22085,21564,-521,-2.35906724021,5160,6202,1042,20.19379844961,997,1360,363,36.40922768305,4006,4442,436,10.88367448827,1671,2418,747,44.70377019749,138,603,465,336.9565217391,18838,19061,223,1.183777471069,3378,4442,1064,31.49792776791,775,1263,488,62.96774193548,3167,3620,453,14.30375749921,1047,1626,579,55.30085959885,1610,3267,1657,102.9192546584,17679,17512,-167,-0.94462356468,3230,4246,1016,31.45510835913,686,964,278,40.52478134111,3092,3497,405,13.09831824062,998,1573,575,57.61523046092,90,414,324,360,2784,4731,1947,69.93534482759,782,1119,337,43.09462915601,397,736,339,85.39042821159,667,858,191,28.63568215892,123,132,9,7.317073170732,241,1200,959,397.9253112033,90,60,-30,-33.3333333333,140,172,32,22.85714285714,50,89,39,78,71,65,-6,-8.45070422535,20,22,2,10,8,12,4,50,6,38,32,533.3333333333,139,183,44,31.65467625899,24,34,10,41.66666666667,26,11,-15,-57.6923076923,377,661,284,75.33156498674,1166,0,0,0,0,0,1166,1022,0,144
53440,53440,Parkwood,7126,7635,509,7.142857142857,52,49,-3,-5.76923076923,2735.77,2924.6,188.83,6.902261520523,3018,3111,93,3.081510934394,2855,2984,129,4.518388791594,163,127,-36,-22.0858895706,94.6,95.92,1.32,1.395348837209,5.4,4.08,-1.32,-24.4444444444,2.604749906177,2.610612095499,0.005862189322,0.225057665144,2.643044292097,2.648209566993,0.005165274896,0.19542899494,1.448874165084,1.419731729796,-0.02914243529,-2.01138483869,6708,6719,11,0.163983303518,5901,5781,-120,-2.03355363498,175,225,50,28.57142857143,81,78,-3,-3.7037037037,298,290,-8,-2.68456375839,172,125,-47,-27.3255813953,81,220,139,171.6049382716,418,916,498,119.1387559809,7126,7635,509,7.142857142857,447,757,310,69.35123042506,6679,6878,199,2.979487947298,6318,6202,-116,-1.83602405825,5622,5498,-124,-2.20562077552,166,205,39,23.49397590361,68,63,-5,-7.35294117647,291,271,-20,-6.87285223368,154,123,-31,-20.1298701299,17,42,25,147.0588235294,361,676,315,87.25761772853,5440,5946,506,9.301470588235,5223,5379,156,2.986789201608,4617,4629,12,0.259909031839,124,175,51,41.12903225806,62,55,-7,-11.2903225806,249,271,22,8.835341365462,121,102,-19,-15.7024793388,50,147,97,194,217,567,350,161.2903225806,5440,5946,506,9.301470588235,276,500,224,81.15942028986,5164,5446,282,5.460883036406,4973,5033,60,1.206515181983,4437,4437,0,0,116,167,51,43.96551724138,55,45,-10,-18.1818181818,243,258,15,6.172839506173,115,100,-15,-13.0434782609,7,26,19,271.4285714286,191,413,222,116.2303664921,6276,6633,357,5.688336520076,281,392,111,39.50177935943,207,292,85,41.06280193237,483,571,88,18.21946169772,249,243,-6,-2.40963855422,102,490,388,380.3921568627,5945,6125,180,3.027754415475,268,341,73,27.23880597015,169,250,81,47.92899408284,453,524,71,15.67328918322,225,233,8,3.555555555556,24,141,117,487.5,4806,5149,343,7.136912193092,154,258,104,67.53246753247,144,218,74,51.38888888889,343,403,60,17.49271137026,164,167,3,1.829268292683,62,348,286,461.2903225806,4603,4810,207,4.497067130133,146,234,88,60.27397260274,126,185,59,46.8253968254,324,384,60,18.51851851852,155,163,8,5.161290322581,13,106,93,715.3846153846,364,849,485,133.2417582418,66,102,36,54.54545454545,100,181,81,81,119,198,79,66.38655462185,28,64,36,128.5714285714,9,240,231,2566.666666667,4,7,3,75,6,15,9,150,3,10,7,233.3333333333,3,7,4,133.3333333333,1,0,-1,-100,1,0,-1,-100,0,0,0,,21,14,-7,-33.3333333333,0,8,8,,3,3,0,0,54,67,13,24.07407407407,11,0,0,0,0,0,11,0,0,11
53660,53660,Pataha,,106,,,,329,,,,300.07,,,,54,,,,49,,,,5,,,,90.74,,,,9.26,,,,0.353251443636,,,,0.353251443636,,,,0,,,,100,,,,97,,,,0,,,,1,,,,0,,,,0,,,,2,,,,6,,,,106,,,,4,,,,102,,,,98,,,,97,,,,0,,,,1,,,,0,,,,0,,,,0,,,,4,,,,88,,,,85,,,,84,,,,0,,,,0,,,,0,,,,0,,,,1,,,,3,,,,88,,,,2,,,,86,,,,84,,,,84,,,,0,,,,0,,,,0,,,,0,,,,0,,,,2,,,,102,,,,2,,,,1,,,,0,,,,1,,,,6,,,,101,,,,1,,,,1,,,,0,,,,1,,,,2,,,,87,,,,0,,,,0,,,,0,,,,0,,,,4,,,,86,,,,0,,,,0,,,,0,,,,0,,,,2,,,,6,,,,1,,,,0,,,,0,,,,1,,,,3,,,,0,,,,0,,,,0,,,,1,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,0,0,0,0,0,0,0,0,0
53800,53800,Peaceful Valley,3324,3015,-309,-9.29602888087,102,118,16,15.6862745098,196.01,1203.53,1007.52,514.0145910923,1488,1272,-216,-14.5161290323,1189,1118,-71,-5.97140454163,299,154,-145,-48.4949832776,79.91,87.89,7.98,9.986234513828,20.09,12.11,-7.98,-39.7212543554,16.95869633373,2.505136703336,-14.4535596304,-85.2280113162,17.01363210949,2.5319534299,-14.4816786796,-85.1180899316,0.322892698106,1.059131903743,0.736239205636,228.0135815875,3208,2615,-593,-18.4850374065,2931,2338,-593,-20.2320027294,23,14,-9,-39.1304347826,81,71,-10,-12.3456790123,25,39,14,56,3,12,9,300,145,141,-4,-2.75862068966,116,400,284,244.8275862069,3324,3015,-309,-9.29602888087,254,366,112,44.09448818898,3070,2649,-421,-13.7133550489,2966,2366,-600,-20.2292650034,2838,2233,-605,-21.3178294574,18,14,-4,-22.2222222222,77,59,-18,-23.3766233766,25,38,13,52,3,12,9,300,5,10,5,100,104,283,179,172.1153846154,2393,2282,-111,-4.63852904304,2322,2030,-292,-12.5753660637,2141,1817,-324,-15.1331153667,16,14,-2,-12.5,55,57,2,3.636363636364,22,33,11,50,2,10,8,400,86,99,13,15.11627906977,71,252,181,254.9295774648,2393,2282,-111,-4.63852904304,145,221,76,52.41379310345,2248,2061,-187,-8.31850533808,2182,1870,-312,-14.2988084326,2089,1764,-325,-15.557683102,12,14,2,16.66666666667,53,47,-6,-11.320754717,22,32,10,45.45454545455,2,10,8,400,4,3,-1,-25,66,191,125,189.3939393939,3040,2716,-324,-10.6578947368,48,63,15,31.25,150,236,86,57.33333333333,49,92,43,87.75510204082,11,22,11,100,154,319,165,107.1428571429,2936,2503,-433,-14.7479564033,40,57,17,42.5,145,201,56,38.62068965517,45,86,41,91.11111111111,11,21,10,90.90909090909,8,83,75,937.5,2206,2050,-156,-7.07162284678,25,35,10,40,108,172,64,59.25925925926,34,68,34,100,7,19,12,171.4285714286,91,207,116,127.4725274725,2149,1942,-207,-9.63238715682,20,35,15,75,106,150,44,41.50943396226,32,65,33,103.125,7,19,12,171.4285714286,7,54,47,671.4285714286,104,369,265,254.8076923077,17,26,9,52.94117647059,59,137,78,132.2033898305,11,26,15,136.3636363636,2,3,1,50,8,157,149,1862.5,2,5,3,150,0,0,0,,0,0,0,,0,0,0,,3,2,-1,-33.3333333333,0,0,0,,0,7,7,,1,4,3,300,1,2,1,100,0,0,0,,12,31,19,158.3333333333,0,0,0,0,0,0,0,0,0,0
54213,54213,Picnic Point,8809,9768,959,10.8865932569,40,42,2,5,2900.9,3212.04,311.14,10.72563687132,3300,3549,249,7.545454545455,3160,3463,303,9.588607594937,140,86,-54,-38.5714285714,95.76,97.58,1.82,1.900584795322,4.24,2.42,-1.82,-42.9245283019,3.0366399381,3.041056174777,0.004416236677,0.145431686575,3.103597391185,3.53992952863,0.436332137445,14.05891558888,2.157414272705,14.09274816965,11.93533389695,553.2240167291,8354,8865,511,6.116830260953,6686,6453,-233,-3.48489380796,218,400,182,83.48623853211,84,67,-17,-20.2380952381,1178,1628,450,38.20033955857,30,31,1,3.333333333333,158,286,128,81.01265822785,455,903,448,98.46153846154,8809,9768,959,10.8865932569,504,660,156,30.95238095238,8305,9108,803,9.668874172185,7909,8452,543,6.865596156278,6417,6309,-108,-1.68302945302,205,389,184,89.75609756098,76,56,-20,-26.3157894737,1175,1618,443,37.70212765957,27,29,2,7.407407407407,9,51,42,466.6666666667,396,656,260,65.65656565657,6699,7635,936,13.97223466189,6497,7080,583,8.973372325689,5232,5229,-3,-0.05733944954,160,273,113,70.625,54,52,-2,-3.7037037037,921,1305,384,41.69381107492,24,23,-1,-4.16666666667,106,198,92,86.79245283019,202,555,353,174.7524752475,6699,7635,936,13.97223466189,307,451,144,46.90553745928,6392,7184,792,12.39048811014,6208,6793,585,9.423324742268,5055,5140,85,1.681503461919,154,262,108,70.12987012987,51,46,-5,-9.80392156863,918,1299,381,41.50326797386,23,23,0,0,7,23,16,228.5714285714,184,391,207,112.5,7099,7305,206,2.901817157346,322,526,204,63.35403726708,192,249,57,29.6875,1411,1958,547,38.76683203402,90,102,12,13.33333333333,202,617,415,205.4455445545,6773,6920,147,2.170382400709,301,500,199,66.11295681063,174,211,37,21.26436781609,1393,1932,539,38.69346733668,79,91,12,15.18987341772,26,169,143,550,5409,5752,343,6.341283046774,197,339,142,72.08121827411,117,177,60,51.28205128205,1015,1458,443,43.64532019704,50,72,22,44,130,437,307,236.1538461538,5215,5501,286,5.484180249281,187,320,133,71.12299465241,111,158,47,42.34234234234,1009,1446,437,43.31020812686,47,69,22,46.8085106383,20,113,93,465,409,823,414,101.2224938875,59,79,20,33.89830508475,71,127,56,78.87323943662,179,251,72,40.22346368715,27,17,-10,-37.037037037,32,302,270,843.75,12,7,-5,-41.6666666667,10,9,-1,-10,0,0,0,,2,2,0,0,1,7,6,600,1,2,1,100,0,0,0,,11,15,4,36.36363636364,1,2,1,100,3,3,0,0,46,80,34,73.91304347826,29,0,0,0,0,0,29,0,0,29
54405,54405,Pine Grove,145,129,-16,-11.0344827586,310,322,12,3.870967741935,296.21,263.52,-32.69,-11.036089261,67,62,-5,-7.46268656716,59,58,-1,-1.69491525424,8,4,-4,-50,88.06,93.55,5.49,6.23438564615,11.94,6.45,-5.49,-45.9798994975,0.489523117482,0.489518484255,-4.63322625E-6,-0.00094647752,0.489523117482,0.489518484255,-4.63322625E-6,-0.00094647752,0,0,0,,142,115,-27,-19.014084507,136,114,-22,-16.1764705882,0,0,0,,6,0,-6,-100,0,1,1,,0,0,0,,0,0,0,,3,14,11,366.6666666667,145,129,-16,-11.0344827586,3,1,-2,-66.6666666667,142,128,-14,-9.85915492958,139,114,-25,-17.9856115108,133,114,-19,-14.2857142857,0,0,0,,6,0,-6,-100,0,0,0,,0,0,0,,0,0,0,,3,14,11,366.6666666667,107,95,-12,-11.214953271,104,85,-19,-18.2692307692,100,84,-16,-16,0,0,0,,4,0,-4,-100,0,1,1,,0,0,0,,0,0,0,,3,10,7,233.3333333333,107,95,-12,-11.214953271,3,1,-2,-66.6666666667,104,94,-10,-9.61538461538,101,84,-17,-16.8316831683,97,84,-13,-13.4020618557,0,0,0,,4,0,-4,-100,0,0,0,,0,0,0,,0,0,0,,3,10,7,233.3333333333,139,128,-11,-7.91366906475,0,3,3,,8,9,1,12.5,0,5,5,,0,1,1,,1,1,0,0,136,128,-8,-5.88235294118,0,3,3,,8,9,1,12.5,0,4,4,,0,1,1,,1,1,0,0,103,94,-9,-8.73786407767,0,3,3,,6,7,1,16.66666666667,0,4,4,,0,1,1,,1,0,-1,-100,100,94,-6,-6,0,3,3,,6,7,1,16.66666666667,0,3,3,,0,1,1,,1,0,-1,-100,3,10,7,233.3333333333,0,0,0,,2,8,6,300,0,1,1,,0,0,0,,1,1,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,4,4,,0,0,0,0,0,0,0,0,0,0
55015,55015,Point Roberts,1314,1191,-123,-9.36073059361,175,184,9,5.142857142857,268.98,243.79,-25.19,-9.36500855082,2068,2175,107,5.174081237911,678,630,-48,-7.0796460177,1390,1545,155,11.15107913669,32.79,28.97,-3.82,-11.6498932601,67.21,71.03,3.82,5.683678024104,4.885053907586,4.885259700043,0.000205792457,0.004212695729,4.893570163259,6.546079364072,1.652509200813,33.76898962684,0.174029499724,25.37121186072,25.19718236099,14478.68459136,1292,1105,-187,-14.4736842105,1208,1031,-177,-14.6523178808,10,3,-7,-70,11,3,-8,-72.7272727273,59,51,-8,-13.5593220339,0,4,4,,4,13,9,225,22,86,64,290.9090909091,1314,1191,-123,-9.36073059361,32,57,25,78.125,1282,1134,-148,-11.5444617785,1265,1081,-184,-14.5454545455,1186,1013,-173,-14.586846543,9,3,-6,-66.6666666667,11,3,-8,-72.7272727273,58,51,-7,-12.0689655172,0,4,4,,1,7,6,600,17,53,36,211.7647058824,1122,1075,-47,-4.1889483066,1107,1016,-91,-8.22041553749,1036,952,-84,-8.10810810811,9,3,-6,-66.6666666667,8,1,-7,-87.5,51,43,-8,-15.6862745098,0,4,4,,3,13,10,333.3333333333,15,59,44,293.3333333333,1122,1075,-47,-4.1889483066,29,51,22,75.86206896552,1093,1024,-69,-6.31290027447,1081,993,-88,-8.14061054579,1014,935,-79,-7.7909270217,8,3,-5,-62.5,8,1,-7,-87.5,50,43,-7,-14,0,4,4,,1,7,6,600,12,31,19,158.3333333333,1227,1115,-112,-9.12795436023,12,20,8,66.66666666667,19,35,16,84.21052631579,69,71,2,2.898550724638,0,4,4,,13,42,29,223.0769230769,1201,1065,-136,-11.3238967527,10,17,7,70,19,22,3,15.78947368421,65,70,5,7.692307692308,0,4,4,,6,13,7,116.6666666667,1048,1009,-39,-3.7213740458,10,18,8,80,14,26,12,85.71428571429,57,52,-5,-8.77192982456,0,4,4,,10,33,23,230,1024,965,-59,-5.76171875,9,16,7,77.77777777778,14,14,0,0,54,51,-3,-5.55555555556,0,4,4,,5,8,3,60,18,76,58,322.2222222222,2,12,10,500,6,23,17,283.3333333333,5,17,12,240,0,0,0,,2,23,21,1050,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,0,0,0,,0,0,0,,0,0,0,,3,0,-3,-100,0,0,0,,4,10,6,150,0,0,0,0,0,0,0,0,0,0
55400,55400,Port Angeles East,3036,3159,123,4.051383399209,112,113,1,0.892857142857,805.8,837.37,31.57,3.91784561926,1482,1564,82,5.5330634278,1368,1431,63,4.605263157895,114,133,19,16.66666666667,92.31,91.5,-0.81,-0.87747806305,7.69,8.5,0.81,10.53315994798,3.767687726739,3.772525200887,0.004837474149,0.128393712527,4.624931852966,4.62977202983,0.004840176863,0.104654014748,18.53528124264,18.51596198299,-0.01931925965,-0.10422965477,2938,2888,-50,-1.70183798502,2819,2717,-102,-3.61830436325,14,24,10,71.42857142857,50,68,18,36,31,22,-9,-29.0322580645,3,6,3,100,21,51,30,142.8571428571,98,271,173,176.5306122449,3036,3159,123,4.051383399209,63,161,98,155.5555555556,2973,2998,25,0.84090144635,2886,2801,-85,-2.94525294525,2778,2659,-119,-4.28365730742,13,24,11,84.61538461538,49,60,11,22.44897959184,30,22,-8,-26.6666666667,3,6,3,100,13,30,17,130.7692307692,87,197,110,126.4367816092,2493,2639,146,5.85639791416,2438,2462,24,0.984413453651,2354,2322,-32,-1.35938827528,7,19,12,171.4285714286,37,50,13,35.13513513514,24,22,-2,-8.33333333333,3,6,3,100,13,43,30,230.7692307692,55,177,122,221.8181818182,2493,2639,146,5.85639791416,40,104,64,160,2453,2535,82,3.342845495312,2401,2404,3,0.124947938359,2326,2288,-38,-1.63370593293,7,19,12,171.4285714286,36,45,9,25,23,22,-1,-4.34782608696,3,6,3,100,6,24,18,300,52,131,79,151.9230769231,2914,2983,69,2.367879203844,31,46,15,48.38709677419,102,184,82,80.39215686275,58,61,3,5.172413793103,15,16,1,6.666666666667,24,155,131,545.8333333333,2863,2851,-12,-0.41914076144,29,41,12,41.37931034483,99,165,66,66.66666666667,48,60,12,25,12,16,4,33.33333333333,14,69,55,392.8571428571,2406,2497,91,3.78221113882,14,30,16,114.2857142857,74,130,56,75.67567567568,37,36,-1,-2.7027027027,10,8,-2,-20,14,119,105,750,2376,2417,41,1.725589225589,13,28,15,115.3846153846,72,118,46,63.88888888889,33,36,3,9.090909090909,8,8,0,0,7,59,52,742.8571428571,90,258,168,186.6666666667,12,15,3,25,47,113,66,140.4255319149,18,29,11,61.11111111111,7,2,-5,-71.4285714286,3,94,91,3033.333333333,1,0,-1,-100,1,0,-1,-100,0,0,0,,0,2,2,,0,0,0,,0,1,1,,0,0,0,,1,0,-1,-100,0,2,2,,0,0,0,,8,13,5,62.5,0,0,0,0,0,0,0,0,0,0
55540,55540,Porter,207,204,-3,-1.44927536232,285,300,15,5.263157894737,23.32,22.99,-0.33,-1.41509433962,91,84,-7,-7.69230769231,83,75,-8,-9.63855421687,8,9,1,12.5,91.21,89.29,-1.92,-2.10503234294,8.79,10.71,1.92,21.84300341297,8.8778670017,8.873023736016,-0.00484326568,-0.05455438433,8.878805229986,8.873939570375,-0.00486565961,-0.05480083733,0.0105670556,0.010320493528,-0.00024656207,-2.33330911134,206,194,-12,-5.82524271845,190,181,-9,-4.73684210526,4,1,-3,-75,3,4,1,33.33333333333,0,3,3,,1,1,0,0,8,4,-4,-50,1,10,9,900,207,204,-3,-1.44927536232,9,9,0,0,198,195,-3,-1.51515151515,197,185,-12,-6.09137055838,189,176,-13,-6.87830687831,4,1,-3,-75,3,3,0,0,0,3,3,,1,1,0,0,0,1,1,,1,10,9,900,167,164,-3,-1.79640718563,166,160,-6,-3.61445783133,157,152,-5,-3.1847133758,1,1,0,0,3,0,-3,-100,0,3,3,,0,1,1,,5,3,-2,-40,1,4,3,300,167,164,-3,-1.79640718563,6,7,1,16.66666666667,161,157,-4,-2.48447204969,160,153,-7,-4.375,156,147,-9,-5.76923076923,1,1,0,0,3,0,-3,-100,0,3,3,,0,1,1,,0,1,1,,1,4,3,300,191,191,0,0,4,1,-3,-75,3,12,9,300,1,4,3,300,1,1,0,0,8,5,-3,-37.5,190,186,-4,-2.10526315789,4,1,-3,-75,3,11,8,266.6666666667,1,4,3,300,1,1,0,0,0,2,2,,158,156,-2,-1.26582278481,1,1,0,0,3,4,1,33.33333333333,1,3,2,200,0,1,1,,5,3,-2,-40,157,151,-6,-3.82165605096,1,1,0,0,3,4,1,33.33333333333,1,3,2,200,0,1,1,,0,1,1,,1,10,9,900,0,0,0,,0,8,8,,1,1,0,0,0,0,0,,0,1,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0
