X,Y,OBJECTID,INTR_ID,GIS_XCOORD,GIS_YCOORD,COMPKEY,COMPTYPE,UNITID,SUBAREA,UNITDESC,ARTERIALCLASSCD,SIGNAL_MAINT_DIST,SIGNAL_TYPE,SHAPE_LNG,SHAPE_LAT
1251698.16841453,213351.775502428,8977,14109,1251698.16835,213351.77563,31728,13,53251,SW,59TH AVE SW TURN AND 59TH WR AVE SW,3, ,NONE,-122.408228938591,47.5739897103945
1279317.98853882,227874.726813301,8978,11631,1279317.98867,227874.72681,30003,13,41126,CNTRL,27TH AVE AND E PINE ST,0, ,NONE,-122.297474388646,47.6152914853923
1260089.33802313,210937.186827958,8979,14855,1260089.3379,210937.18696,32131,13,55704,SW,33RD AVE SW AND SW ANDOVER ST,0, ,NONE,-122.374045414627,47.5678371282816
1274148.19339752,223677.907096997,8980,12320,1274148.19333,223677.9071,29838,13,40371,E,11TH AVE AND E SPRUCE ST,0, ,NONE,-122.318102834666,47.6035165282705
1261629.09968871,247407.806513295,8981,6987,1261629.09956,247407.80639,25421,13,12703,BLRD,11TH AVE NW AND NW 54TH ST,0, ,NONE,-122.370760670596,47.6678853463443
1257528.17219651,249659.572019607,8982,6332,1257528.17207,249659.57189,25114,13,11107,BLRD,24TH AVE NW AND NW 62ND ST,2, ,NONE,-122.38758562152,47.6738314640647
1259857.46704689,197833.420094535,8983,17547,1259857.46717,197833.42016,34067,13,69740,DLRD,32ND AVE SW AND SW KENYON ST,0, ,NONE,-122.373921943047,47.5319077339145
1269266.09886453,241885.346091643,8984,8589,1269266.09899,241885.34596,26873,13,22318,LKUN,CARR PL N AND N 38TH CT,0, ,NONE,-122.339332941348,47.653162528375
1278494.28050597,200406.35980916,8985,17045,1278494.28051,200406.35994,34318,13,72153,GRDWM,MILITARY RD S AND S AVON CREST PL,0, ,NONE,-122.298692970797,47.539957866624
1267663.40683089,197017.525373697,8986,17722,1267663.40689,197017.52537,34970,13,77254,DLRD,SW ELMGROVE ST AND DEAD END 2 ,0, ,NONE,-122.342265185724,47.5300953782034
1279591.41221909,253912.66616796,8987,5227,1279591.41203,253912.6663,24649,13,6251,NE,NE 80TH ST AND DEAD END 1,0, ,NONE,-122.298375635991,47.686675479344
1278404.43916188,233723.126819283,8988,10461,1278404.4391,233723.12695,29196,13,37110,E,24TH AVE E AND E LEE ST,1, ,NONE,-122.301630031271,47.6312741846753
1280630.74278016,220308.954197541,8989,12818,1280630.74284,220308.95426,30710,13,45415,CNTRL,32 UPPER AVE S AND S CHARLES ST,0, ,NONE,-122.291571641576,47.594622063388
1270112.98494539,262120.04147236,8990,3556,1270112.98488,262120.04141,36346,13,225309,NW,DENSMORE AVE N AND DEAD END N,0, ,NONE,-122.337502047514,47.708670403049
1265513.47774069,212673.458317727,8991,46596,1265513.47768,212673.45832,32199,13,56502,GRDWM,11TH AV SW ACCESS RD AND 13TH AVE SW,3, ,NONE,-122.352216689205,47.5728917425966
1274428.40088581,236397.844262019,8992,9866,1274428.40095,236397.84439,28244,13,30315,E,11TH AVE E AND E BOSTON ST,2, ,NONE,-122.317961850473,47.638396425136
1267598.53393482,255830.290617928,8993,4800,1267598.53393,255830.29062,37465,13,232742,NW,LINDEN AVE N AND N 86TH ST,0, ,NONE,-122.34721055958,47.6912953249099
1256416.76893137,193481.479290068,8994,18381,1256416.76906,193481.47929,34750,13,75342,SW,CALIFORNIA AVE SW AND DEAD END 3 ,0, ,NONE,-122.387491142571,47.5197896855491
1270976.07313828,229208.753310665,8995,11372,1270976.07301,229208.75331,29169,13,36762,DWNTN,DENNY WAY AND YALE AVE,1, ,NONE,-122.331395054031,47.6185079144227
1261462.64004053,198458.205887169,8996,17417,1261462.63991,198458.20582,34062,13,69735,DLRD,27TH AVE SW AND SW HOLDEN ST,3, ,NONE,-122.367475984202,47.5337081417572
1270511.70955381,259462.387069643,8997,4025,1270511.70949,259462.38688,37293,13,232119,NW,WALLINGFORD AVE N AND N 100TH E ST,0, ,NONE,-122.335672126131,47.7014072367641
1261106.01085617,195169.002491802,8998,18065,1261106.01092,195169.00262,34934,13,76701,DLRD,28TH AVE SW AND SW TRENTON ST,3, ,NONE,-122.36865374213,47.5246731140554
1273574.41406894,242381.711916149,8999,8457,1273574.41413,242381.71204,27126,13,23186,NE,PASADENA PL NE AND NE NORTHLAKE PL,0, ,NONE,-122.321894639101,47.6547528367491
1252507.50441536,212585.212749645,9000,14311,1252507.50442,212585.21281,31692,13,53117,SW,SW MANNING ST AND DEAD END,0, ,NONE,-122.404887406606,47.5719339799096
1266329.47806151,244946.99153477,9001,7688,1266329.47793,244946.99153,26928,13,22511,LKUN,EVANSTON AVE N AND N 45TH W ST,0, ,NONE,-122.351490690052,47.661396192523
1264636.63537179,257620.179771751,9002,4399,1264636.63518,257620.1799,37156,13,231315,NW,2ND AVE NW AND NW 92ND ST,0, ,NONE,-122.359378706288,47.6960409498918
1271019.00184232,266577.66381292,9003,2968,1271019.00191,266577.66368,35978,13,220735,NW,MERIDIAN AVE N AND DEAD END 2,0, ,NONE,-122.334175834925,47.7209370429252
1281416.33407697,197054.642749742,9004,17713,1281416.33414,197054.64281,35321,13,80502,GRDWM,36TH AVE S AND DEAD END 4,0, ,NONE,-122.286608678288,47.5309227120089
1275720.94847113,271244.036681712,9005,2427,1275720.94854,271244.03681,35852,13,220102,N-NW,12TH AVE NE AND NE 145TH ST,1, ,NONE,-122.315441926426,47.7339772017973
1269733.828209,242299.323244065,9006,8495,1269733.82814,242299.32331,26858,13,22303,LKUN,DENSMORE AVE N AND N 39TH ST,0, ,NONE,-122.337468369747,47.6543223002881
1279096.40729059,207595.355912521,9007,15490,1279096.40735,207595.35578,33205,13,65114,GRDWM,28TH AVE S AND DEAD END 2,0, ,NONE,-122.296809111436,47.55969428188
1281021.35385257,226064.695323437,9008,11930,1281021.35379,226064.69545,30281,13,42579,CNTRL,33RD AVE AND E MARION ST,0, ,NONE,-122.29043049303,47.6104188224089
1264568.87364371,199709.420288458,9009,17190,1264568.87377,199709.42016,34132,13,70704,DLRD,16TH AVE SW AND SW OTHELLO ST,2, ,NONE,-122.355004265383,47.5373067207238
1284029.06207964,262593.376832843,9010,3494,1284029.06195,262593.3767,36835,13,228711,N,SAND POINT WAY NE AND NE 113TH ST,2, ,NONE,-122.281024883899,47.7106994396196
1287088.02873878,189199.858933687,9011,19192,1287088.02874,189199.85881,38309,13,306703,SE,56TH AVE S AND S RYAN ST,0, ,NONE,-122.26306365154,47.509683900054
1276513.36619994,268552.961350948,9012,2742,1276513.36633,268552.96148,36103,13,221533,N,15TH PL NE AND NE 135TH ST,0, ,NONE,-122.312012255114,47.7266428340215
1276043.59941547,220195.738837436,9013,12842,1276043.59942,220195.73877,30794,13,45725,CNTRL,RAINIER AVE S AND S CHARLES S ST,1, ,CITY,-122.310150324324,47.5940719444175
1262757.74538586,247395.194993287,9014,6992,1262757.74545,247395.19506,25432,13,12714,BLRD,8TH AVE NW AND NW 54TH ST,2, ,NONE,-122.366179904358,47.6679124974844
1278329.3875138,227037.868252441,9015,11775,1278329.38758,227037.86819,30026,13,41150,CNTRL,24TH AVE AND E UNION ST,2, ,NONE,-122.301417158925,47.612946032777
1259758.7625348,189839.001334339,9016,19054,1259758.76253,189839.00121,38103,13,301706,SW,33RD AVE SW AND SW 104TH ST,0, ,NONE,-122.373673729025,47.5099900758302
1280693.56908423,223913.671705231,9017,12282,1280693.56908,223913.67158,30092,13,41352,CNTRL,32ND AVE AND E ALDER N ST,0, ,NONE,-122.29159387991,47.6045058506737
1274689.23039007,238614.235496297,9018,9254,1274689.23039,238614.23556,28196,13,30115,NE,BOYER AVE E AND E EDGAR ST,3, ,NONE,-122.317077382882,47.6444852935983
1272388.05061172,208949.787913918,9019,15233,1272388.05074,208949.78804,32383,13,57725,GRDWM,7TH AVE S AND S OREGON ST,0, ,NONE,-122.324079867697,47.5630537872694
1274579.78309397,261000.833087221,9020,3716,1274579.78322,261000.83322,36522,13,226358,N,NE 106TH ST AND DEAD END 1,0, ,NONE,-122.319274738057,47.7058405786045
1263413.89828253,265597.416131929,9021,3093,1263413.89828,265597.41613,36215,13,224108,NW,7TH AVE NW AND NW 122ND ST,0, ,NONE,-122.364987620809,47.7178394786714
1280974.93369251,197341.388222024,9022,17643,1280974.93356,197341.38841,34586,13,73742,GRDWM,BEACON WR AVE S AND S KENYON ST,3, ,NONE,-122.28841703832,47.5316858173162
1274473.53925386,242626.286508396,9023,8376,1274473.53913,242626.28651,27112,13,23161,NE,EASTLAKE AVE NE AND UNIVERSITY BR,1, ,NONE,-122.318266250197,47.6554708273849
1265998.47447719,260890.849087104,9024,3733,1265998.47454,260890.84896,36420,13,225732,NW,PHINNEY AVE N AND N 105TH ST,1, ,NONE,-122.354112152405,47.7050795722326
1282808.76863839,253186.447159216,9025,5396,1282808.76857,253186.44729,24914,13,7533,NE,40TH AVE NE AND NE 77TH ST,3, ,NONE,-122.28525983975,47.6848520730409
1269662.51896094,202164.971138969,9026,16676,1269662.51883,202164.97114,34094,13,70259,GRDWM,1ST AVE S AND S MICHIGAN N ST,0, ,NONE,-122.334581129853,47.5443115396216
1264160.8111793,212127.689037174,9027,46390,1264160.81105,212127.6891,286953,13,55273,SW,DUWAMISH RIVER TRL AND WEST SEATTLE BRIDGE TRL,0, ,NONE,-122.357651662611,47.5713224964142
1258254.99619725,193785.402938381,9028,18330,1258254.99626,193785.40275,34746,13,75337,SW,SW BERNICE PL AND DEAD END,0, ,NONE,-122.380078037104,47.5207242446317
1279227.79417072,213517.789326593,9029,14096,1279227.79423,213517.78933,31496,13,52344,GRDWM,M L KING JR WAY S AND S WINTHROP ST,1, ,NONE,-122.29673317386,47.5759344959798
1279192.55570669,213194.937934265,9030,14157,1279192.55558,213194.938,31504,13,52353,GRDWM,M L KING JR WR WAY S AND S HANFORD N ST,1, ,NONE,-122.29685103913,47.5750477247404
1269789.33598506,239214.495144904,9031,9136,1269789.33586,239214.49514,38459,13,29101,LKUN,N NORTHLAKE PL AND DEAD END,0, ,NONE,-122.336998642312,47.6458698737266
1261268.65911233,202972.075779796,9032,46099,1261268.65898,202972.07565,34006,13,69501,DLRD,HIGH POINT DR SW AND SW BATAAN ST,0, ,NONE,-122.368625595944,47.5460698136984
1263241.26250635,233722.646499276,9033,10462,1263241.26263,233722.64644,28575,13,34133,MGNL-QA,5TH AVE W AND W COMSTOCK ST,0, ,NONE,-122.363114919436,47.6304631832071
1278515.01541799,265188.9783075,9034,3147,1278515.01548,265188.97837,36706,13,227520,N,NE 123RD ST AND DEAD END 3,0, ,NONE,-122.303619647494,47.7175273749181
1260340.57571939,250131.267892078,9035,6181,1260340.57578,250131.26802,25385,13,12508,BLRD,15TH AVE NW AND NW 64TH ST,1, ,NONE,-122.376210736296,47.6752794867255
1286681.51449835,201366.162690148,9036,16864,1286681.51456,201366.16282,34617,13,74512,SE,54TH AVE S AND DEAD END 1 ,0, ,NONE,-122.265624371063,47.5430112327502
1257502.71261248,220928.115990177,9037,12729,1257502.71261,220928.11612,35556,13,147301,SW,ALKI AVE SW AND HARBOR AVE SW,2, ,NONE,-122.385337172505,47.5950791610631
1270852.13176215,197650.972606346,9038,17591,1270852.13163,197650.97254,34277,13,71736,GRDWM,S KENYON ST AND DEAD END 1,0, ,NONE,-122.329410109008,47.5320023032631
1253116.81948799,239891.581993595,9039,9003,1253116.81949,239891.58187,27441,13,26105,MGNL-QA,37TH AVE W AND W BARRETT ST,3, ,NONE,-122.404678089417,47.6468126058996
1271170.80696248,197146.633085832,9040,17678,1271170.80709,197146.63309,35146,13,78503,GRDWM,5TH AVE S AND S ELMGROVE ST,0, ,NONE,-122.328080716838,47.5306368971397
1256444.6543714,194822.174139455,9041,18129,1256444.65437,194822.17408,34725,13,75314,SW,SW HENDERSON ST AND DEAD END,0, ,NONE,-122.387487880699,47.5234659836456
1260096.30154313,239657.624489367,9042,9054,1260096.30161,239657.62449,27866,13,28511,MGNL-QA,15TH AVE W AND 15TH AV W NB OFF RP,1, ,NONE,-122.376349711272,47.6465584898499
1268974.33105622,244084.763949886,9043,7965,1268974.33118,244084.76408,26814,13,22129,LKUN,INTERLAKE AVE N AND N 43RD ST,0, ,NONE,-122.340691312995,47.6591753869533
1281365.42802891,228275.288349703,9044,11555,1281365.42803,228275.28822,30234,13,42516,CNTRL,34TH AVE AND E OLIVE ST,3, ,NONE,-122.289205376751,47.616495905952
1268157.6099034,252079.123254076,9045,5677,1268157.60978,252079.12313,24328,13,4717,NW,AURORA AVE N AND N 72ND ST,1, ,NONE,-122.344641845573,47.6810436740607
1254449.02480136,253772.324599817,9046,5258,1254449.0248,253772.32454,23814,13,1114,BLRD,34TH AVE NW AND NW 77TH ST,0, ,NONE,-122.400421221945,47.6849330098733
1252172.31510302,238457.322408125,9047,9296,1252172.31517,238457.32241,27469,13,26139,MGNL-QA,40TH AVE W AND CRESTMONT PL W,0, ,NONE,-122.408389963128,47.6428284937853
1271339.52152266,196855.770109534,9048,17734,1271339.52159,196855.76998,35148,13,78507,GRDWM,S SOUTHERN ST AND DEAD END W,0, ,NONE,-122.327375057467,47.5298486301537
1263590.75882672,248996.239666924,9049,6517,1263590.75895,248996.23954,25274,13,12136,BLRD-NW,5TH AVE NW AND NW 60TH ST,0, ,NONE,-122.36292889515,47.6723463040976
1257396.05405237,241201.171242937,9050,8759,1257396.05405,241201.17137,26479,13,20328,MGNL-QA,24TH AVE W AND 24 UPPER AVE W,0, ,NONE,-122.38742849845,47.6506402959353
1268550.0772958,213594.447310671,9051,14060,1268550.07723,213594.44725,32154,13,56103,GRDWM,EAST MARGINAL WAY S AND S HANFORD ST,2, ,CITY,-122.339990403213,47.575579771993
1287183.39341088,205659.76698254,9052,15946,1287183.39335,205659.76692,33689,13,67540,SE,S DAWSON ST AND DEAD END 1,0, ,NONE,-122.26391584788,47.5548056683478
1288288.62246801,203397.808900237,9053,16419,1288288.6224,203397.80903,33658,13,67305,SE,LAKE SHORE DR S AND SEWARD PARK AVE S,3, ,NONE,-122.259271011718,47.5486618278654
1272826.08715618,249272.867699206,9054,6437,1272826.08722,249272.86776,25820,13,14511,LKUN-NW,LATONA AVE NE AND NE 62ND ST,3, ,NONE,-122.325472528384,47.6736015684007
1265740.87786892,265532.159043849,9055,3105,1265740.87787,265532.15892,36364,13,225502,NW,GREENWOOD AVE N AND N 122ND ST,1, ,NONE,-122.355530999057,47.7177871800822
1284221.63321584,197902.597118601,9056,17529,1284221.63334,197902.59725,34496,13,73353,SE,46TH AVE S AND S HOLDEN S ST,0, ,NONE,-122.275319479115,47.5333916219479
1264795.31479594,197723.798270419,9057,17571,1264795.31473,197723.7984,34161,13,70737,DLRD,15TH AVE SW AND SW KENYON ST,0, ,NONE,-122.353928902152,47.5318764873127
1280678.78700422,213711.010382786,9058,14039,1280678.78688,213711.01045,30892,13,46851,SE,33RD AVE S AND S MOUNT BAKER WB BV,3, ,NONE,-122.290870537108,47.5765396014234
1266609.8347978,234948.752996534,9059,10177,1266609.8348,234948.75306,28161,13,29767,MGNL-QA,4TH AVE N AND HAYES ST,0, ,NONE,-122.349553880902,47.6340066316919
1272582.14801992,199798.011264548,9060,17173,1272582.14789,199798.01126,34210,13,71321,GRDWM,8TH AVE S AND S GARDEN ST,0, ,NONE,-122.322576560986,47.5379792716469
1280437.88159597,254622.401656687,9061,5073,1280437.88166,254622.40172,24620,13,6113,NE,31ST AVE NE AND NE 82ND ST,0, ,NONE,-122.294994309036,47.6886649788907
1264577.12791573,200040.013120785,9062,17122,1264577.12798,200040.01318,34131,13,70703,DLRD,16TH AVE SW AND SW ORCHARD ST,2, ,NONE,-122.354997317281,47.5382133085177
1270459.86385775,199386.666304126,9063,17230,1270459.86386,199386.66637,34257,13,71715,GRDWM,2ND AVE S AND S FONTANELLE ST,0, ,NONE,-122.331134431381,47.5367388760965
1277354.85791281,202797.776643619,9064,16551,1277354.85804,202797.77677,33401,13,65766,GRDWM,GOULD AVE S AND S GRAHAM ST,2, ,NONE,-122.303490118263,47.5464531502946
1274637.34072603,263076.060289338,9065,3435,1274637.34073,263076.0601,36481,13,226308,N-NW,9TH AVE NE AND NE 114TH ST,0, ,NONE,-122.319203738322,47.7115317581244
1257729.78166871,215166.81518428,9066,13736,1257729.7818,215166.81512,31080,13,48341,SW,41ST AVE SW AND SW LANDER ST,0, ,NONE,-122.383946631983,47.5793003646424
1274742.92088613,212007.48097305,9067,14560,1274742.92101,212007.48097,32278,13,57256,GRDWM,14TH AVE S AND S SPOKANE ST,0, ,NONE,-122.314781929121,47.5715595240513
1275209.57349461,220596.988373846,9068,12780,1275209.57343,220596.98831,30476,13,44456,GRDWM,S DEAN ST AND DEAD END W,0, ,NONE,-122.313561105216,47.5951278372202
1257611.55062859,211512.388108537,9069,14723,1257611.55076,211512.38824,31868,13,54158,SW,41ST AVE SW AND SW BRADFORD ST,0, ,NONE,-122.384127212337,47.5692772877321
1271767.08600308,216595.246097744,9070,13477,1271767.08613,216595.24623,31357,13,51519,GRDWM,S WALKER ST AND DEAD END 4,0, ,NONE,-122.32719561721,47.5839767941307
1287276.09760296,205657.827654541,9071,15947,1287276.0976,205657.82772,33690,13,67541,SE,S DAWSON ST AND DEAD END 2,0, ,NONE,-122.26354033962,47.5548050761931
1257407.73546039,256636.626298741,9072,4627,1257407.73533,256636.62636,37057,13,230745,BLRD,25TH E AVE NW AND DEAD END 1,0, ,NONE,-122.388646688661,47.6929483665911
1268594.96075183,229695.527967155,9073,11253,1268594.96069,229695.52784,28798,13,35344,LKUN,8TH AVE N AND JOHN ST,0, ,NONE,-122.341086541021,47.6197146723776
1278011.73324148,249091.348403022,9074,6497,1278011.73331,249091.3484,25984,13,15518,NE,22ND AVE NE AND NE 62ND ST,0, ,NONE,-122.304413815838,47.6733777124384
1276039.51608746,220853.1430621,9075,12743,1276039.51622,220853.14319,30780,13,45710,CNTRL,HIAWATHA PL S AND S DEARBORN ST,0, ,NONE,-122.310217998286,47.5958736651602
1275166.14904657,208400.419593349,9076,15331,1275166.14892,208400.41947,32552,13,58851,GRDWM,16TH AVE S AND S SNOQUALMIE ST,0, ,NONE,-122.312786836311,47.5616949451934
1260169.67082322,240352.921002075,9077,8927,1260169.6707,240352.921,26774,13,21744,MGNL-QA,15TH AV W NB OFF RP AND W DRAVUS ST,1, ,CITY,-122.376108665305,47.6484682854082
1275829.96370324,223339.795224652,9078,12390,1275829.96358,223339.7951,30724,13,45508,CNTRL,16TH AVE AND E FIR E ST,0, ,NONE,-122.311260679258,47.6026785133838
1285541.55155319,207371.084424302,9079,15527,1285541.55143,207371.08442,33422,13,66110,SE,50TH AVE S AND S ANGELINE ST,2, ,NONE,-122.270693142614,47.5594125501108
1259874.24266291,198498.907583207,9080,17405,1259874.2426,198498.90752,34056,13,69729,DLRD,32ND AVE SW AND SW HOLDEN ST,3, ,NONE,-122.373907973863,47.5337327174623
1268244.30891147,245445.245487288,9081,7507,1268244.30878,245445.24562,25564,13,13366,LKUN,MIDVALE AVE N AND N 47TH ST,0, ,NONE,-122.343761418053,47.6628651725843
1265531.27070071,193742.241274342,9082,18335,1265531.2707,193742.2414,35046,13,77718,DLRD,12TH AVE SW AND SW BARTON ST,0, ,NONE,-122.350632618415,47.5210030282717
1266301.45482948,234645.546276227,9083,10257,1266301.45489,234645.54615,28172,13,29778,MGNL-QA,GARFIELD ST AND NOB HILL AVE N,0, ,NONE,-122.350780148116,47.6331588932021
1289988.76147774,186788.236467227,9084,19678,1289988.76141,186788.2364,38279,13,306366,SE,RENTON AVE S AND S FOUNTAIN PL,2, ,NONE,-122.25114885215,47.5032207067644
1283996.61631961,207818.739976764,9085,15443,1283996.61626,207818.7401,32613,13,59355,SE,45TH AVE S AND S ALASKA ST,0, ,NONE,-122.276983178188,47.5605603032899
1266966.22187017,237121.268646762,9086,9662,1266966.22187,237121.26865,27980,13,29580,MGNL-QA,BIGELOW AVE N AND MCGRAW ST,0, ,NONE,-122.348282141086,47.6399806422074
1256373.31491533,214425.850831524,9087,13877,1256373.31485,214425.85077,31178,13,48740,SW,45TH AVE SW AND SW STEVENS S ST,0, ,NONE,-122.389380721474,47.5771943754128
1264262.59505141,211994.573837027,9088,14567,1264262.59512,211994.57371,32039,13,55268,DLRD,DUWAMISH RIVER TRL AND MARGINAL PL SW,0, ,NONE,-122.357228737742,47.5709631597573
1253772.69872066,251341.020725325,9089,5864,1253772.69866,251341.02085,337501,13,1453,BLRD,STANTON PL NW AND NW 68TH ST,0, ,NONE,-122.402965135103,47.6782312307224
1256388.76368333,258055.492860198,9090,4314,1256388.76368,258055.4928,37034,13,230718,BLRD,28TH AVE NW AND NW 93RD ST,3, ,NONE,-122.392900121125,47.6967808361686
1277463.45714492,247142.161649019,9091,7064,1277463.45708,247142.16159,26039,13,15707,NE,20TH AVE NE AND NE 54TH ST,3, ,NONE,-122.306487403042,47.6680062735949
1254772.77481769,243162.505900949,9092,8224,1254772.77469,243162.5059,26521,13,20543,MGNL-QA,32ND AVE W AND W THURMAN ST,0, ,NONE,-122.398231258379,47.6558704373737
1268046.83127928,226430.677851811,9093,11881,1268046.83141,226430.67792,29639,13,39459,DWNTN,POST AL AND VIRGINIA ST,2, ,NONE,-122.34304897184,47.6107363822371
1261283.02692035,233077.877154619,9094,10597,1261283.02698,233077.87715,28695,13,34524,MGNL-QA,ELLIOTT AVE W AND W PROSPECT ST,1, ,CITY,-122.371002951693,47.6285889212683
1274957.97855036,265006.915331319,9095,3176,1274957.97842,265006.91527,36448,13,226123,N-NW,ROOSEVELT WAY NE AND NE 122ND ST,3, ,NONE,-122.318052871139,47.7168411352511
1281371.47359692,268399.148998797,9096,2765,1281371.47372,268399.149,36031,13,221301,N,LAKE CITY WAY NE AND NE 135TH ST,1, ,NONE,-122.292264812552,47.7264754190173
1277252.4618167,230308.362975791,9097,11143,1277252.46188,230308.36291,29361,13,37723,CNTRL-E,20TH AVE E AND DEAD END,0, ,NONE,-122.306036220042,47.6218540151739
1260266.36458331,245117.468206957,9098,7630,1260266.36471,245117.46808,26737,13,21651,BLRD,15TH NB AVE NW AND NW 45TH ST,0, ,NONE,-122.376103940677,47.6615329148357
1255081.66563401,242497.501996264,9099,8420,1255081.66557,242497.50212,26538,13,20560,MGNL-QA,31ST AVE W AND W EMERSON ST,3, ,NONE,-122.396923340339,47.6540649265012
1281692.79807726,205267.253638148,9100,16032,1281692.79801,205267.25364,33599,13,66547,SE,37TH AVE S AND S BRANDON ST,0, ,NONE,-122.286117320175,47.5534478138748
1280232.77509975,248600.709938511,9101,6631,1280232.77497,248600.70981,25906,13,15120,NE,30TH AVE NE AND NE 60TH W ST,0, ,NONE,-122.295362467378,47.6721489085203
1286299.54675397,201179.815617964,9102,16898,1286299.54669,201179.81555,34618,13,74513,SE,52ND AVE S AND S HOLLY ST,0, ,NONE,-122.267156563121,47.5424809536368
1260401.80554345,234147.700771719,9103,10379,1260401.80561,234147.70064,28681,13,34508,MGNL-QA,ELLIOTT AVE W AND W GALER ST FLYOVER,1, ,CITY,-122.374662897814,47.6314729179202
1257925.47357291,200201.36940895,9104,17093,1257925.47357,200201.36947,33798,13,68313,SW,39TH AVE SW AND SW ORCHARD ST,0, ,NONE,-122.381933851438,47.5382918403985
1257190.68304417,197447.444798142,9105,17633,1257190.68292,197447.44486,34666,13,75109,SW,41ST AVE SW AND SW ELMGROVE ST,0, ,NONE,-122.384683271637,47.5307029403745
1273862.04011723,253270.108727306,9106,5370,1273862.04012,253270.10886,24416,13,5145,N,6TH AVE NE AND NE 77TH ST,0, ,NONE,-122.321582141813,47.6846128761305
1264704.14833185,249662.073011607,9107,6330,1264704.14827,249662.07301,25258,13,12120,NW,SYCAMORE AVE NW AND NW 62ND ST,0, ,NONE,-122.358464212887,47.6742318922394
1276230.17611966,234803.039716393,9108,10238,1276230.17606,234803.03965,28465,13,31766,E,AUBURN PL E AND E GARFIELD ST,0, ,NONE,-122.310530598803,47.6341201455085
1276339.76287177,244702.803054526,9109,7770,1276339.763,244702.80312,26075,13,15749,NE,16TH AVE NE AND NE 45TH ST,1, ,NONE,-122.310857065275,47.6612609824684
1273166.05758852,214935.808144048,9110,13780,1273166.05752,214935.80814,31298,13,51315,GRDWM,AIRPORT WAY S AND S LANDER S ST,1, ,NONE,-122.321398031921,47.5795026137681
1264367.92490751,261599.057663828,9111,3620,1264367.92478,261599.0576,36264,13,224333,NW,3RD AVE NW AND NW 107TH ST,2, ,NONE,-122.360790326398,47.7069322068045
1280768.8140123,260497.598910704,9112,3806,1280768.81388,260497.59891,36686,13,227341,N,32ND AVE NE AND NE 105TH ST,0, ,NONE,-122.294103679188,47.7047860449101
1252630.71811149,241894.735147655,9113,8587,1252630.71824,241894.73528,26369,13,19316,MGNL-QA,39TH AVE W AND W RUFFNER ST,0, ,NONE,-122.406815887881,47.6522758500607
1274091.28210147,242422.475564197,9114,8443,1274091.28223,242422.47569,27119,13,23172,NE,8TH AVE NE AND NE NORTHLAKE PL,0, ,NONE,-122.319801024354,47.6548919564416
1273086.23787643,196204.884924859,9115,17873,1273086.23775,196204.88486,35088,13,78123,GRDWM,10TH AVE S AND S THISTLE ST,0, ,NONE,-122.320255128668,47.5281573075052
1274767.22763816,246621.241776496,9116,7170,1274767.2277,246621.24178,25780,13,14321,NE,ROOSEVELT WAY NE AND NE 52ND ST,1, ,NONE,-122.31738738536,47.6664364322546
1261156.54192822,242779.184812561,9117,8326,1261156.54199,242779.18481,26725,13,21519,MGNL-QA,12TH AVE W AND W NICKERSON ST,1, ,NONE,-122.372302538289,47.6551726889476
1270096.48004937,270100.707656533,9118,2566,1270096.48005,270100.70753,35730,13,219142,NW,DENSMORE AVE N AND ROOSEVELT E WAY N,3, ,NONE,-122.338202906504,47.730544159817
1280377.05561191,206629.426759541,9119,15683,1280377.05555,206629.42682,33575,13,66518,GRDWM,32ND AVE S AND S HUDSON ST,0, ,NONE,-122.291549148688,47.5571133144269
1253110.59113598,236861.272166491,9120,9738,1253110.59126,236861.27197,27512,13,26322,MGNL-QA,EASTMONT WAY W AND EDGEMONT PL W,0, ,NONE,-122.404452386526,47.6385064328974
1274322.5618457,240161.846569881,9121,8965,1274322.56185,240161.8467,27160,13,23324,NE,FUHRMAN AVE E AND E ALLISON N ST,3, ,NONE,-122.318685745123,47.648707869601
1262634.87197773,264503.897602797,9122,3243,1262634.87185,264503.89754,36287,13,224518,NW,9TH AVE NW AND NW 118TH ST,0, ,NONE,-122.368063156181,47.7147996698439
1266650.96036585,239377.199529067,9123,9100,1266650.96043,239377.19953,28057,13,29513,MGNL-QA,NICKERSON ST AND WESTLAKE AVE N,1, ,CITY,-122.349741011909,47.6461470273106
1255718.47926666,241166.653290913,9124,8770,1255718.47939,241166.65335,26571,13,20727,MGNL-QA,29TH AVE W AND W BERTONA ST,0, ,NONE,-122.394230507153,47.6504526127621
1264403.57213955,193105.121785685,9125,18436,1264403.57201,193105.12191,35051,13,77723,DLRD,16TH AVE SW AND SW CAMBRIDGE ST,2, ,NONE,-122.355144655731,47.5191956699006
1278468.68312995,218051.523667231,9126,13195,1278468.68307,218051.52373,31404,13,52110,SE,25TH AVE S AND S MASSACHUSETTS ST,3, ,NONE,-122.30015813655,47.5883218176425
1279177.72665067,225217.057242572,9127,12077,1279177.72678,225217.05718,30111,13,41372,CNTRL,27TH AVE AND E CHERRY W ST,2, ,NONE,-122.297837923503,47.607999514629
1262708.46532181,244242.808878049,9128,7918,1262708.46545,244242.80875,26629,13,21141,BLRD,8TH AVE NW AND NW 43RD N ST,0, ,NONE,-122.366125059087,47.6592693007606
1280753.28518029,259869.073918059,9129,3925,1280753.28518,259869.07385,37614,13,234106,N,32ND AVE NE AND NE 103RD ST,0, ,NONE,-122.29411828463,47.7030624582917
